Year,United States,Russia,Iran,China,Canada,Afghanistan,Albania,Algeria,Angola,Argentina,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Bolivia,Bosnia and Herzegovina,Brazil,Brunei,Bulgaria,Cameroon,Chile,Colombia,Congo,Cote d'Ivoire,Croatia,Cuba,Czechia,Czechoslovakia,Denmark,East Timor,Ecuador,Egypt,Equatorial Guinea,France,Gabon,Georgia,Germany,Ghana,Greece,Hungary,India,Indonesia,Iraq,Ireland,Israel,Italy,Japan,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Libya,Malaysia,Mexico,Moldova,Morocco,Mozambique,Myanmar,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Papua New Guinea,Peru,Philippines,Poland,Qatar,Romania,Saudi Arabia,Senegal,Serbia,Slovakia,Slovenia,South Africa,South Korea,Spain,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,USSR,Ukraine,United Arab Emirates,United Kingdom,Uzbekistan,Venezuela,Vietnam,World,Yemen,Yugoslavia
2011,22.224906,22.2057972,5.435505,3.8219616,5.43856788,0.006301823,0.000372551,2.865555,0.029361899,1.357842384,1.960254504,0.064095386,0.575168652,0.454466844,0.704957364,0.000644559,0.001160165,0,0.541224036,0,0.62017074,0.449236476,0.013195895,0.005856762,0.06223586,0.379650478,0.044901842,0.060847297,0.068658926,0.038103818,0.008818536,,0.246856428,0.21874941,0.009490751,2.129157864,0.268630142,0.023985731,0.002733155,0.000105177,0.3767562,0,0.000299251,0.098486363,1.545602112,2.97644544,0.22686912,0.008669244,0.099835884,0.289721772,0.146853216,0.006218945,1.032255612,0.462828564,0.000390451,0.268641,2.410241976,1.875563532,0,0.002315855,0.157842072,0.451800864,2.501899812,0.162073678,1.31132934,3.61824786,0.976603608,1.27222722,0.003904509,0.413299458,0.121582343,0.161184996,5.4128124,0.362862,3.155292,0.001341032,0.019275665,0.004785234,7.99E-05,0.049977702,0.018915131,0.002116783,0,0.2670291,0.010814779,0.000741856,0.019522541,1.21693986,1.392667704,0.076508597,0.029119898,2.027212416,,0.703595988,1.8360108,1.65897108,2.03915232,1.088510328,0.2945952,117.272232,0.3392289,
2012,23.3684928,21.66677748,5.649687,4.01321088,5.4109872,0.006258873,0.000633336,2.823975,0.02967426,1.320883272,2.098288908,0.068887685,0.606128796,0.469866744,0.768106008,0.000737641,0.000773443,0,0.606941064,0,0.713982564,0.441045936,0.014353459,0.010620262,0.049084126,0.414923292,0.045643698,0.066446748,0.064512763,0.038251796,0.009958488,,0.215683002,0.21599537,0.020359827,2.10953448,0.248717174,0.021017241,0.015032356,7.01E-05,0.340609392,0,0.000321272,0.082320912,1.341641592,2.818784412,0.228288427,0.007902692,0.052605832,0.295048944,0.140022468,0.005625177,1.044699264,0.530613,0.000234271,0.417239978,2.49302592,1.830606696,0,0.003049208,0.202054381,0.450399654,2.46250008,0.179066642,1.4097708,4.09905144,1.01959164,1.317500352,0.003904509,0.4304907,0.106143318,0.163568999,5.85166788,0.363527078,3.39708582,0.001609239,0.020832545,0.00592205,8.00E-05,0.042949584,0.018218381,0.002411047,0,0.2188485,0.014805059,0.000585676,0.022646146,1.384194852,1.387166652,0.07373367,0.024243764,2.1226104,,0.698144688,1.90593,1.410925788,2.0349945,1.14857028,0.324992664,119.7427788,0.2742084,
2013,23.60493792,22.12186464,5.6710098,4.3851852,5.46913224,0.006032414,0.000707846,2.856199428,0.036116698,1.2440106,2.18075688,0.055434821,0.62908434,0.50248188,0.790300296,0.00086475,0.001469542,0,0.704705868,0,0.790185384,0.428447304,0.010481311,1.97E-18,0.038282846,0.476045136,0.064424376,0.076301773,0.056296516,0.039435606,0.009587118,,0.17904906,0.253765062,0.020281068,1.94273424,0.25574526,0.013471293,0.012416335,0.000210329,0.309748482,0,0.000270228,0.07190451,1.11827268,2.7944514,0.25461558,0.006756689,0.174712802,0.26522982,0.127889413,0.005187663,1.096040376,0.557842968,0.001249443,0.43776,2.6131896,1.88956944,0,0.003743964,0.218169144,0.462993912,2.606599944,0.187332948,1.19158452,3.8854944,1.1082924,1.281086172,0.004294959,0.4463685,0.135477479,0.160066998,6.04401156,0.3600684,3.421026,0.002011549,0.022982522,0.004860067,0.000119897,0.046073192,0.019344265,0.002361394,0,0.179829,0.012791273,0.000507586,0.025379302,1.401650892,1.39490136,0.073337256,0.020609201,2.1226104,,0.725707944,1.91646,1.33129368,2.012471856,1.10125764,0.338749722,121.164984,0.3727071,
2014,25.37015256,21.28158468,6.3162216,4.7225106,5.7236976,0.00554045,0.001192162,2.8862064,0.028541956,1.24149168,2.34987912,0.050518062,0.661826772,0.529074936,0.82880172,0.000554481,0.001160165,0,0.735336864,0,0.8405163,0.456773256,0.00678646,0.018312142,0.031274496,0.443982024,0.058567622,0.07693637,0.053139348,0.044392799,0.009867425,,0.172823566,0.247863528,0.022762051,1.690597692,0.240517692,0.000708529,0.016398932,3.51E-05,0.290978748,0.001952254,0.000253214,0.066920342,1.05678792,2.75038488,0.271110024,0.005715769,0.303347484,0.245144016,0.119360088,0.004531393,1.179849672,0.513984168,0.001327532,0.42579,2.5982676,1.84679298,0,0.003743964,0.231391512,0.595554912,2.17389996,0.204209773,1.439371152,3.86968068,1.056566808,1.259520768,0.185464134,0.47258028,0.104213448,0.156013992,6.09930792,0.3669948,3.501396,0.002011549,0.022241152,0.003903295,0.000119897,0.037092827,0.013443258,0.00096881,0,0.166257,0.012716688,0.000468541,0.021474794,1.407311712,1.370419308,0.065844965,0.018372706,2.2861503,,0.7278885,1.903985172,1.347534576,2.0266785,1.14437448,0.3546954,123.6816576,0.3514203,
2015,26.65091412,21.0398238,6.60772404,4.88407932,5.78720376,0.005708343,0.001303927,2.93080068,0.030181846,1.277681184,2.67471648,0.048303799,0.676225908,0.525036456,0.930746232,0.000692602,0.001160165,0,0.723371436,0,0.85696182,0.478492272,0.003934415,0.026550654,0.039455183,0.417971376,0.058567622,0.077011031,0.051313518,0.0462425,0.009537065,,0.17256762,0.302944356,0.019572214,1.5332625,0.242079516,0.000890753,0.01475904,0.000350548,0.270879588,0.027920783,0.000219185,0.063741269,1.01314008,2.74183902,0.262839492,0.004993156,0.326386548,0.232188768,0.118025122,0.004718897,0.97715628,0.5782878,0.001171352,0.5298606,2.76645636,1.72609002,0,0.003628171,0.235316916,0.691800552,1.65139992,0.188277192,1.712350188,4.18071168,1.10689632,1.261712448,0.382641804,0.455641776,0.100353686,0.154197,6.33112128,0.3678201,3.572189856,0.0020786,0.022241152,0.003662041,0.000119726,0.042949584,0.007848859,0.002521127,0,0.145899,0.012530226,0.000780901,0.042949584,1.349181612,1.294410816,0.062435772,0.01459624,2.3713272,,0.678008808,2.109554532,1.463802552,1.930005,1.29834036,0.370328386,126.282204,0.1028286,
2016,26.1848196,21.21391224,7.17630912,4.96589796,5.941305,0.006454097,0.001676463,3.29012136,0.066883907,1.342164888,3.3868692,0.04535852,0.65799144,0.519889356,0.952234056,0.00067053,0.00085079,0,0.680382108,0,0.868448736,0.46594242,0.003506308,0.028112445,0.047244384,0.431716212,0.054663145,0.08623138,0.046064286,0.044022884,0.008417337,,0.169203694,0.2482155,0.021541232,1.449063,0.226617779,0.000848336,0.014798084,0.000223076,0.249229494,0.024833316,0.000493164,0.066223271,0.95696334,2.70287856,0.356240808,0.11608992,0.36555264,0.198351468,0.121573775,0.004000132,1.11345228,0.5913522,0.001061539,0.5325102,2.76103728,1.5714513,0.000369567,0.003319394,0.239242262,0.6580827,1.59429996,0.192533724,1.534932648,4.17207312,1.133190072,1.248432732,0.429270876,0.504663624,0.119883899,0.148744994,6.2916678,0.3258999,3.791412,0.00201155,0.020387738,0.003623084,0.000199542,0.037912817,0.006429396,0.002195822,0,0.1272375,0.010777501,0.000741682,0.058675424,1.341853416,1.1261412,0.054269636,0.0140599,2.275929,,0.684823032,2.14274952,1.502574732,1.912464,1.340594388,0.3685914,127.6010424,0.0180405,
2017,26.8621452,22.8801924,7.69860252,5.37118164,6.16566492,,,3.34715508,,1.33739604,3.97060704,,0.639310572,0.520787664,0.957336228,,,,0.66936582,,0.97853112,0.462776652,,,,0.4230891,,,,,,,0.18180103,,,1.757255256,,,,,0.229541803,,,,0.996959628,2.617379532,0.364240728,,,0.189830099,,,1.309613472,0.58487904,,0.4893768,2.86499178,1.377663912,,,,0.640760112,1.36569996,,1.699402248,4.45468176,1.163642868,1.247453928,,0.468386892,,0.145439993,6.13929168,0.360410436,3.93300756,,,,,,,,,0.125541,,,,1.29407454,1.147425408,,,2.11238928,,0.6984513,1.95348456,1.507847292,1.9298448,1.389793896,0.342744818,132.187428,0.01082403,
2018,30.2736996,24.0878088,8.09636292,5.8110786,6.36396552,,,3.378375,,1.419238368,4.58646696,,0.675304812,0.52730838,0.95694372,,,,0.623931912,,0.905844852,0.452349792,,,,0.445548204,,,,,,,0.154539403,,,2.1080997,,,,,0.199503864,,,,0.989693496,2.62086012,0.38065446,,,0.186811085,,,1.410421608,0.606632076,,0.474695064,2.740284,1.363637988,,,,0.610981524,1.1691,,1.737703908,4.36632732,1.30797522,1.231203744,,0.46121346,,0.143326991,6.30730332,0.358475364,4.0356,,,,,,,,,0.1248624,,,,1.250212176,1.22260014,,,2.21460156,,0.708672564,1.905121584,1.463003496,2.0982654,1.138287528,0.3477474,138.80952,0.00360801,
2019,33.411996,24.44496696,8.38440252,6.36269184,6.1065702,,,3.130280856,,1.49814936,5.25968568,,0.861775668,0.585574704,0.910239588,,,,0.543419604,,0.926874972,0.467284896,,,,0.45425592,,,,,,,0.115292038,,,2.337793056,,,,,0.191907324,,,,0.968598864,2.43300366,0.394806708,,,0.16636491,,,1.205855208,0.477158364,,0.485286696,2.789310708,1.321593984,,,,0.66534858,0.998199972,,1.774049292,4.11335424,1.32084702,1.17696348,,0.485848512,,0.143466984,6.3774882,0.346413096,4.0014,,,,,,,,,0.1197729,,,,1.287816732,1.24419204,,,2.27387448,,0.6984513,2.023085304,1.414472832,2.06850276,0.920743848,0.354348,142.8635232,0.00360801,
2020,32.979762,22.98407868,8.98308792,6.98433192,5.962068,,,2.93128596,,1.378530936,5.25110256,,0.931134492,0.59172048,0.8543124,,,,0.52895286,,0.872508204,0.45506844,,,,0.448381116,,,,,,,0.049668944,,,2.104755696,,,,,0.163167131,,,,0.855382536,2.143371096,0.252192726,,,0.140835265,,,1.10211156,0.4405986,,0.444599964,2.599043544,1.27891008,,,,0.630247068,0.7227,,1.779520932,4.01361192,1.32949458,1.101087,,0.43801434,,0.141435997,6.29765424,0.309467592,4.0698,,,,,,,,,0.105182996,,,,1.177256808,1.06074954,,,2.3765274,,0.688230072,1.819828908,1.424570472,1.695642192,0.776199132,0.3182184,138.9816,0.004690413,
2021,33.9891084,25.2762066,9.2394054,7.5316644,6.20455392,,,3.639532104,,1.389905748,5.3359614,,1.145099376,0.620216964,0.849995244,,,,0.545389128,,0.875976372,0.415249524,,,,0.452391912,,,,,,,0.05254398,,,2.44077948,,,,,0.16332539,,,,1.027397232,2.134509948,0.327850542,,,0.114629054,,,0.961038072,0.435297902,,0.521071164,2.80903968,1.381252032,,,,0.618251292,0.649599984,,1.626323508,4.11532128,1.448409492,1.17584694,,0.413389242,,0.139833997,6.3712944,0.310884714,4.12058448,,,,,,,,,0.110713493,,,,1.13493384,0.890027892,,,2.854209384,,0.674601804,2.10044196,1.18027332,1.8330786,1.010127816,0.2591604,145.9231308,0.004690413,
2022,35.2278252,22.26125376,9.33835068,7.98629148,6.66058896,,,3.5343,,1.49730552,5.50135224,,1.228923972,0.615918456,0.837469116,,,,0.482426532,,0.827354268,0.381351564,,,,0.447562022,,,,,,,0.052664839,,,2.321574624,,,,,0.1532619,,,,1.07286948,2.07792216,0.339436728,,,0.113691737,,,0.93460896,0.48066246,,0.533627172,2.96811504,1.452648132,,,,0.60747624,0.542599956,,1.453811904,4.42253808,1.515341592,1.032511032,,0.498093264,,0.144042667,6.42279816,0.317895552,4.33287828,,,,,,,,,0.11045201,,,,0.923150628,0.935275788,,,2.81765484,,0.630309744,2.08786572,1.373591592,1.760252328,1.050394248,0.280699164,145.577376,0.004690413,
